"Town","FIPS","Year","Age Range","Measure Type","Variable","Value"
"Goshen","0900532290",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2011,"21 years and over","Number","DUI Arrests",7
"Goshen","0900532290",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",29.94
"Goshen","0900532290",2011,"21 years and over","Rate (per 10,000)","Margins of Error",3.55
"Goshen","0900532290",2012,"Total","Number","DUI Arrests",9
"Goshen","0900532290",2012,"Total","Rate (per 10,000)","DUI Arrests",30.44
"Goshen","0900532290",2012,"Total","Rate (per 10,000)","Margins of Error",0.24
"Goshen","0900532290",2012,"10 years and over","Number","DUI Arrests",9
"Goshen","0900532290",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",32.97
"Goshen","0900532290",2012,"10 years and over","Rate (per 10,000)","Margins of Error",3.51
"Goshen","0900532290",2012,"10 to 17 years","Number","DUI Arrests",0
"Goshen","0900532290",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2012,"10 to 20 years","Number","DUI Arrests",0
"Goshen","0900532290",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2012,"18 to 24 years","Number","DUI Arrests",0
"Goshen","0900532290",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2012,"21 years and over","Number","DUI Arrests",9
"Goshen","0900532290",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",37.72
"Goshen","0900532290",2012,"21 years and over","Rate (per 10,000)","Margins of Error",4.23
"Goshen","0900532290",2013,"Total","Number","DUI Arrests",2
"Goshen","0900532290",2013,"Total","Rate (per 10,000)","DUI Arrests",6.77
"Goshen","0900532290",2013,"Total","Rate (per 10,000)","Margins of Error",0.07
"Goshen","0900532290",2013,"10 years and over","Number","DUI Arrests",2
"Goshen","0900532290",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",7.42
"Goshen","0900532290",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.81
"Goshen","0900532290",2013,"10 to 17 years","Number","DUI Arrests",0
"Goshen","0900532290",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2013,"10 to 20 years","Number","DUI Arrests",1
"Goshen","0900532290",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",28.01
"Goshen","0900532290",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",9.29
"Goshen","0900532290",2013,"18 to 24 years","Number","DUI Arrests",1
"Goshen","0900532290",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",62.5
"Goshen","0900532290",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",35.78
"Goshen","0900532290",2013,"21 years and over","Number","DUI Arrests",1
"Goshen","0900532290",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",4.28
"Goshen","0900532290",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0.49
"Goshen","0900532290",2014,"Total","Number","DUI Arrests",7
"Goshen","0900532290",2014,"Total","Rate (per 10,000)","DUI Arrests",23.68
"Goshen","0900532290",2014,"Total","Rate (per 10,000)","Margins of Error",0.23
"Goshen","0900532290",2014,"10 years and over","Number","DUI Arrests",7
"Goshen","0900532290",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",25.55
"Goshen","0900532290",2014,"10 years and over","Rate (per 10,000)","Margins of Error",2.83
"Goshen","0900532290",2014,"10 to 17 years","Number","DUI Arrests",0
"Goshen","0900532290",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2014,"10 to 20 years","Number","DUI Arrests",0
"Goshen","0900532290",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2014,"18 to 24 years","Number","DUI Arrests",1
"Goshen","0900532290",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",72.46
"Goshen","0900532290",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",43.5
"Goshen","0900532290",2014,"21 years and over","Number","DUI Arrests",7
"Goshen","0900532290",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",29.88
"Goshen","0900532290",2014,"21 years and over","Rate (per 10,000)","Margins of Error",3.45
"Goshen","0900532290",2015,"Total","Number","DUI Arrests",6
"Goshen","0900532290",2015,"Total","Rate (per 10,000)","DUI Arrests",20.39
"Goshen","0900532290",2015,"Total","Rate (per 10,000)","Margins of Error",0.23
"Goshen","0900532290",2015,"10 years and over","Number","DUI Arrests",6
"Goshen","0900532290",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",22.11
"Goshen","0900532290",2015,"10 years and over","Rate (per 10,000)","Margins of Error",2.23
"Goshen","0900532290",2015,"10 to 17 years","Number","DUI Arrests",0
"Goshen","0900532290",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2015,"10 to 20 years","Number","DUI Arrests",0
"Goshen","0900532290",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2015,"18 to 24 years","Number","DUI Arrests",1
"Goshen","0900532290",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",64.1
"Goshen","0900532290",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",29.38
"Goshen","0900532290",2015,"21 years and over","Number","DUI Arrests",6
"Goshen","0900532290",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",25.72
"Goshen","0900532290",2015,"21 years and over","Rate (per 10,000)","Margins of Error",2.71
"Goshen","0900532290",2016,"Total","Number","DUI Arrests",3
"Goshen","0900532290",2016,"Total","Rate (per 10,000)","DUI Arrests",10.28
"Goshen","0900532290",2016,"Total","Rate (per 10,000)","Margins of Error",0.07
"Goshen","0900532290",2016,"10 years and over","Number","DUI Arrests",3
"Goshen","0900532290",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",10.92
"Goshen","0900532290",2016,"10 years and over","Rate (per 10,000)","Margins of Error",1.05
"Goshen","0900532290",2016,"10 to 17 years","Number","DUI Arrests",0
"Goshen","0900532290",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2016,"10 to 20 years","Number","DUI Arrests",0
"Goshen","0900532290",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2016,"18 to 24 years","Number","DUI Arrests",0
"Goshen","0900532290",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",0
"Goshen","0900532290",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Goshen","0900532290",2016,"21 years and over","Number","DUI Arrests",3
"Goshen","0900532290",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",12.93
"Goshen","0900532290",2016,"21 years and over","Rate (per 10,000)","Margins of Error",1.29
"Granby","0900332640",2010,"Total","Number","DUI Arrests",55
"Granby","0900332640",2010,"Total","Rate (per 10,000)","DUI Arrests",49.44
"Granby","0900332640",2010,"Total","Rate (per 10,000)","Margins of Error",0.12
"Granby","0900332640",2010,"10 years and over","Number","DUI Arrests",55
"Granby","0900332640",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",56.16
"Granby","0900332640",2010,"10 years and over","Rate (per 10,000)","Margins of Error",3.2
"Granby","0900332640",2010,"10 to 17 years","Number","DUI Arrests",0
"Granby","0900332640",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Granby","0900332640",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Granby","0900332640",2010,"10 to 20 years","Number","DUI Arrests",11
"Granby","0900332640",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",61.42
"Granby","0900332640",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",8.83
"Granby","0900332640",2010,"18 to 24 years","Number","DUI Arrests",16
"Granby","0900332640",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",220.39
"Granby","0900332640",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",54.41
"Granby","0900332640",2010,"21 years and over","Number","DUI Arrests",44
"Granby","0900332640",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",54.98
"Granby","0900332640",2010,"21 years and over","Rate (per 10,000)","Margins of Error",3.4
"Granby","0900332640",2011,"Total","Number","DUI Arrests",45
"Granby","0900332640",2011,"Total","Rate (per 10,000)","DUI Arrests",40.21
"Granby","0900332640",2011,"Total","Rate (per 10,000)","Margins of Error",0.09
"Granby","0900332640",2011,"10 years and over","Number","DUI Arrests",45
"Granby","0900332640",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",46.05
"Granby","0900332640",2011,"10 years and over","Rate (per 10,000)","Margins of Error",2.68
"Granby","0900332640",2011,"10 to 17 years","Number","DUI Arrests",1
"Granby","0900332640",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",7.13
"Granby","0900332640",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",1.19
"Granby","0900332640",2011,"10 to 20 years","Number","DUI Arrests",6
"Granby","0900332640",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",36.21
"Granby","0900332640",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",5.45
"Granby","0900332640",2011,"18 to 24 years","Number","DUI Arrests",9
"Granby","0900332640",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",157.62
"Granby","0900332640",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",37.5
"Granby","0900332640",2011,"21 years and over","Number","DUI Arrests",39
"Granby","0900332640",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",48.06
"Granby","0900332640",2011,"21 years and over","Rate (per 10,000)","Margins of Error",3.03
"Granby","0900332640",2012,"Total","Number","DUI Arrests",52
"Granby","0900332640",2012,"Total","Rate (per 10,000)","DUI Arrests",46.25
"Granby","0900332640",2012,"Total","Rate (per 10,000)","Margins of Error",0.11
"Granby","0900332640",2012,"10 years and over","Number","DUI Arrests",52
"Granby","0900332640",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",51.89
"Granby","0900332640",2012,"10 years and over","Rate (per 10,000)","Margins of Error",3.13
"Granby","0900332640",2012,"10 to 17 years","Number","DUI Arrests",1
"Granby","0900332640",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",7.24
"Granby","0900332640",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",1.22
"Granby","0900332640",2012,"10 to 20 years","Number","DUI Arrests",3
"Granby","0900332640",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",18.48
"Granby","0900332640",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",2.87
"Granby","0900332640",2012,"18 to 24 years","Number","DUI Arrests",12
"Granby","0900332640",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",215.44
"Granby","0900332640",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",57.88
"Granby","0900332640",2012,"21 years and over","Number","DUI Arrests",49
"Granby","0900332640",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",58.34
"Granby","0900332640",2012,"21 years and over","Rate (per 10,000)","Margins of Error",3.82
"Granby","0900332640",2013,"Total","Number","DUI Arrests",34
"Granby","0900332640",2013,"Total","Rate (per 10,000)","DUI Arrests",30.13
"Granby","0900332640",2013,"Total","Rate (per 10,000)","Margins of Error",0.07
"Granby","0900332640",2013,"10 years and over","Number","DUI Arrests",34
"Granby","0900332640",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",34.27
"Granby","0900332640",2013,"10 years and over","Rate (per 10,000)","Margins of Error",2.16
"Granby","0900332640",2013,"10 to 17 years","Number","DUI Arrests",0
"Granby","0900332640",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Granby","0900332640",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Granby","0900332640",2013,"10 to 20 years","Number","DUI Arrests",3
"Granby","0900332640",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",19.24
"Granby","0900332640",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",3.18
"Granby","0900332640",2013,"18 to 24 years","Number","DUI Arrests",9
"Granby","0900332640",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",176.82
"Granby","0900332640",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",50.63
"Granby","0900332640",2013,"21 years and over","Number","DUI Arrests",31
"Granby","0900332640",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",37.07
"Granby","0900332640",2013,"21 years and over","Rate (per 10,000)","Margins of Error",2.52
"Granby","0900332640",2014,"Total","Number","DUI Arrests",34
"Granby","0900332640",2014,"Total","Rate (per 10,000)","DUI Arrests",30.06
"Granby","0900332640",2014,"Total","Rate (per 10,000)","Margins of Error",0.06
"Granby","0900332640",2014,"10 years and over","Number","DUI Arrests",34
"Granby","0900332640",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",33.77
"Granby","0900332640",2014,"10 years and over","Rate (per 10,000)","Margins of Error",2.11
"Granby","0900332640",2014,"10 to 17 years","Number","DUI Arrests",0
"Granby","0900332640",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Granby","0900332640",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Granby","0900332640",2014,"10 to 20 years","Number","DUI Arrests",2
"Granby","0900332640",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",12.25
"Granby","0900332640",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.98
"Granby","0900332640",2014,"18 to 24 years","Number","DUI Arrests",9
"Granby","0900332640",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",132.35
"Granby","0900332640",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",37.31
"Granby","0900332640",2014,"21 years and over","Number","DUI Arrests",32
"Granby","0900332640",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",37.94
"Granby","0900332640",2014,"21 years and over","Rate (per 10,000)","Margins of Error",2.58
"Granby","0900332640",2015,"Total","Number","DUI Arrests",29
"Granby","0900332640",2015,"Total","Rate (per 10,000)","DUI Arrests",25.64
"Granby","0900332640",2015,"Total","Rate (per 10,000)","Margins of Error",0.05
"Granby","0900332640",2015,"10 years and over","Number","DUI Arrests",29
"Granby","0900332640",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",29.39
"Granby","0900332640",2015,"10 years and over","Rate (per 10,000)","Margins of Error",1.86
"Granby","0900332640",2015,"10 to 17 years","Number","DUI Arrests",0
"Granby","0900332640",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Granby","0900332640",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Granby","0900332640",2015,"10 to 20 years","Number","DUI Arrests",1
"Granby","0900332640",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",6.63
"Granby","0900332640",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.13
"Granby","0900332640",2015,"18 to 24 years","Number","DUI Arrests",6
"Granby","0900332640",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",105.26
"Granby","0900332640",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",30.47
"Granby","0900332640",2015,"21 years and over","Number","DUI Arrests",28
"Granby","0900332640",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",33.5
"Granby","0900332640",2015,"21 years and over","Rate (per 10,000)","Margins of Error",2.28
"Granby","0900332640",2016,"Total","Number","DUI Arrests",21
"Granby","0900332640",2016,"Total","Rate (per 10,000)","DUI Arrests",18.6
"Granby","0900332640",2016,"Total","Rate (per 10,000)","Margins of Error",0.03
"Granby","0900332640",2016,"10 years and over","Number","DUI Arrests",21
"Granby","0900332640",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",20.86
"Granby","0900332640",2016,"10 years and over","Rate (per 10,000)","Margins of Error",1.23
"Granby","0900332640",2016,"10 to 17 years","Number","DUI Arrests",0
"Granby","0900332640",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Granby","0900332640",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Granby","0900332640",2016,"10 to 20 years","Number","DUI Arrests",0
"Granby","0900332640",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Granby","0900332640",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
