"Town","FIPS","Year","Age Range","Measure Type","Variable","Value"
"Orange","0900957600",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",4.9
"Orange","0900957600",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.6
"Orange","0900957600",2011,"18 to 24 years","Number","DUI Arrests",6
"Orange","0900957600",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",60.24
"Orange","0900957600",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",10.07
"Orange","0900957600",2011,"21 years and over","Number","DUI Arrests",42
"Orange","0900957600",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",41.17
"Orange","0900957600",2011,"21 years and over","Rate (per 10,000)","Margins of Error",2.11
"Orange","0900957600",2012,"Total","Number","DUI Arrests",44
"Orange","0900957600",2012,"Total","Rate (per 10,000)","DUI Arrests",31.61
"Orange","0900957600",2012,"Total","Rate (per 10,000)","Margins of Error",0.06
"Orange","0900957600",2012,"10 years and over","Number","DUI Arrests",44
"Orange","0900957600",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",36.01
"Orange","0900957600",2012,"10 years and over","Rate (per 10,000)","Margins of Error",1.67
"Orange","0900957600",2012,"10 to 17 years","Number","DUI Arrests",0
"Orange","0900957600",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Orange","0900957600",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Orange","0900957600",2012,"10 to 20 years","Number","DUI Arrests",0
"Orange","0900957600",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Orange","0900957600",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Orange","0900957600",2012,"18 to 24 years","Number","DUI Arrests",12
"Orange","0900957600",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",135.75
"Orange","0900957600",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",26.36
"Orange","0900957600",2012,"21 years and over","Number","DUI Arrests",44
"Orange","0900957600",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",42.9
"Orange","0900957600",2012,"21 years and over","Rate (per 10,000)","Margins of Error",2.13
"Orange","0900957600",2013,"Total","Number","DUI Arrests",55
"Orange","0900957600",2013,"Total","Rate (per 10,000)","DUI Arrests",39.47
"Orange","0900957600",2013,"Total","Rate (per 10,000)","Margins of Error",0.1
"Orange","0900957600",2013,"10 years and over","Number","DUI Arrests",55
"Orange","0900957600",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",44.79
"Orange","0900957600",2013,"10 years and over","Rate (per 10,000)","Margins of Error",2.02
"Orange","0900957600",2013,"10 to 17 years","Number","DUI Arrests",0
"Orange","0900957600",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Orange","0900957600",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Orange","0900957600",2013,"10 to 20 years","Number","DUI Arrests",4
"Orange","0900957600",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",19.92
"Orange","0900957600",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",2.51
"Orange","0900957600",2013,"18 to 24 years","Number","DUI Arrests",17
"Orange","0900957600",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",186.81
"Orange","0900957600",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",31.46
"Orange","0900957600",2013,"21 years and over","Number","DUI Arrests",51
"Orange","0900957600",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",49.65
"Orange","0900957600",2013,"21 years and over","Rate (per 10,000)","Margins of Error",2.39
"Orange","0900957600",2014,"Total","Number","DUI Arrests",46
"Orange","0900957600",2014,"Total","Rate (per 10,000)","DUI Arrests",32.98
"Orange","0900957600",2014,"Total","Rate (per 10,000)","Margins of Error",0.08
"Orange","0900957600",2014,"10 years and over","Number","DUI Arrests",46
"Orange","0900957600",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",37.09
"Orange","0900957600",2014,"10 years and over","Rate (per 10,000)","Margins of Error",1.67
"Orange","0900957600",2014,"10 to 17 years","Number","DUI Arrests",0
"Orange","0900957600",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Orange","0900957600",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Orange","0900957600",2014,"10 to 20 years","Number","DUI Arrests",5
"Orange","0900957600",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",24.79
"Orange","0900957600",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",3.01
"Orange","0900957600",2014,"18 to 24 years","Number","DUI Arrests",11
"Orange","0900957600",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",108.06
"Orange","0900957600",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",20.23
"Orange","0900957600",2014,"21 years and over","Number","DUI Arrests",41
"Orange","0900957600",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",39.48
"Orange","0900957600",2014,"21 years and over","Rate (per 10,000)","Margins of Error",1.9
"Orange","0900957600",2015,"Total","Number","DUI Arrests",48
"Orange","0900957600",2015,"Total","Rate (per 10,000)","DUI Arrests",34.42
"Orange","0900957600",2015,"Total","Rate (per 10,000)","Margins of Error",0.07
"Orange","0900957600",2015,"10 years and over","Number","DUI Arrests",48
"Orange","0900957600",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",38.74
"Orange","0900957600",2015,"10 years and over","Rate (per 10,000)","Margins of Error",1.74
"Orange","0900957600",2015,"10 to 17 years","Number","DUI Arrests",0
"Orange","0900957600",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Orange","0900957600",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Orange","0900957600",2015,"10 to 20 years","Number","DUI Arrests",3
"Orange","0900957600",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",15.4
"Orange","0900957600",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.84
"Orange","0900957600",2015,"18 to 24 years","Number","DUI Arrests",13
"Orange","0900957600",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",128.97
"Orange","0900957600",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",22.83
"Orange","0900957600",2015,"21 years and over","Number","DUI Arrests",45
"Orange","0900957600",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",43.1
"Orange","0900957600",2015,"21 years and over","Rate (per 10,000)","Margins of Error",2.08
"Orange","0900957600",2016,"Total","Number","DUI Arrests",47
"Orange","0900957600",2016,"Total","Rate (per 10,000)","DUI Arrests",33.71
"Orange","0900957600",2016,"Total","Rate (per 10,000)","Margins of Error",0.06
"Orange","0900957600",2016,"10 years and over","Number","DUI Arrests",47
"Orange","0900957600",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",37.55
"Orange","0900957600",2016,"10 years and over","Rate (per 10,000)","Margins of Error",1.67
"Orange","0900957600",2016,"10 to 17 years","Number","DUI Arrests",0
"Orange","0900957600",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Orange","0900957600",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Orange","0900957600",2016,"10 to 20 years","Number","DUI Arrests",2
"Orange","0900957600",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",10.05
"Orange","0900957600",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.25
"Orange","0900957600",2016,"18 to 24 years","Number","DUI Arrests",10
"Orange","0900957600",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",99.5
"Orange","0900957600",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",19.54
"Orange","0900957600",2016,"21 years and over","Number","DUI Arrests",45
"Orange","0900957600",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",42.76
"Orange","0900957600",2016,"21 years and over","Rate (per 10,000)","Margins of Error",2.02
"Oxford","0900958300",2010,"Total","Number","DUI Arrests",17
"Oxford","0900958300",2010,"Total","Rate (per 10,000)","DUI Arrests",13.94
"Oxford","0900958300",2010,"Total","Rate (per 10,000)","Margins of Error",0.03
"Oxford","0900958300",2010,"10 years and over","Number","DUI Arrests",17
"Oxford","0900958300",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",16.08
"Oxford","0900958300",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0.83
"Oxford","0900958300",2010,"10 to 17 years","Number","DUI Arrests",0
"Oxford","0900958300",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Oxford","0900958300",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Oxford","0900958300",2010,"10 to 20 years","Number","DUI Arrests",0
"Oxford","0900958300",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Oxford","0900958300",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Oxford","0900958300",2010,"18 to 24 years","Number","DUI Arrests",1
"Oxford","0900958300",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",13.53
"Oxford","0900958300",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",2.73
"Oxford","0900958300",2010,"21 years and over","Number","DUI Arrests",17
"Oxford","0900958300",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",19.22
"Oxford","0900958300",2010,"21 years and over","Rate (per 10,000)","Margins of Error",1.07
"Oxford","0900958300",2011,"Total","Number","DUI Arrests",23
"Oxford","0900958300",2011,"Total","Rate (per 10,000)","DUI Arrests",18.57
"Oxford","0900958300",2011,"Total","Rate (per 10,000)","Margins of Error",0.04
"Oxford","0900958300",2011,"10 years and over","Number","DUI Arrests",23
"Oxford","0900958300",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",21.17
"Oxford","0900958300",2011,"10 years and over","Rate (per 10,000)","Margins of Error",1.17
"Oxford","0900958300",2011,"10 to 17 years","Number","DUI Arrests",0
"Oxford","0900958300",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Oxford","0900958300",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Oxford","0900958300",2011,"10 to 20 years","Number","DUI Arrests",2
"Oxford","0900958300",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",10.59
"Oxford","0900958300",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.47
"Oxford","0900958300",2011,"18 to 24 years","Number","DUI Arrests",4
"Oxford","0900958300",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",49.44
"Oxford","0900958300",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",10.46
"Oxford","0900958300",2011,"21 years and over","Number","DUI Arrests",21
"Oxford","0900958300",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",23.4
"Oxford","0900958300",2011,"21 years and over","Rate (per 10,000)","Margins of Error",1.41
"Oxford","0900958300",2012,"Total","Number","DUI Arrests",8
"Oxford","0900958300",2012,"Total","Rate (per 10,000)","DUI Arrests",6.35
"Oxford","0900958300",2012,"Total","Rate (per 10,000)","Margins of Error",0.01
"Oxford","0900958300",2012,"10 years and over","Number","DUI Arrests",8
"Oxford","0900958300",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",7.25
"Oxford","0900958300",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0.42
"Oxford","0900958300",2012,"10 to 17 years","Number","DUI Arrests",0
"Oxford","0900958300",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Oxford","0900958300",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Oxford","0900958300",2012,"10 to 20 years","Number","DUI Arrests",0
"Oxford","0900958300",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Oxford","0900958300",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Oxford","0900958300",2012,"18 to 24 years","Number","DUI Arrests",2
"Oxford","0900958300",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",22.62
"Oxford","0900958300",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",5.26
"Oxford","0900958300",2012,"21 years and over","Number","DUI Arrests",8
"Oxford","0900958300",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",8.8
"Oxford","0900958300",2012,"21 years and over","Rate (per 10,000)","Margins of Error",0.56
"Oxford","0900958300",2013,"Total","Number","DUI Arrests",6
"Oxford","0900958300",2013,"Total","Rate (per 10,000)","DUI Arrests",4.71
"Oxford","0900958300",2013,"Total","Rate (per 10,000)","Margins of Error",0.01
"Oxford","0900958300",2013,"10 years and over","Number","DUI Arrests",6
"Oxford","0900958300",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",5.36
"Oxford","0900958300",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.33
"Oxford","0900958300",2013,"10 to 17 years","Number","DUI Arrests",0
"Oxford","0900958300",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Oxford","0900958300",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Oxford","0900958300",2013,"10 to 20 years","Number","DUI Arrests",0
"Oxford","0900958300",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Oxford","0900958300",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Oxford","0900958300",2013,"18 to 24 years","Number","DUI Arrests",1
"Oxford","0900958300",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",10.56
"Oxford","0900958300",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",2.43
"Oxford","0900958300",2013,"21 years and over","Number","DUI Arrests",6
"Oxford","0900958300",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",6.5
"Oxford","0900958300",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0.43
"Oxford","0900958300",2014,"Total","Number","DUI Arrests",9
"Oxford","0900958300",2014,"Total","Rate (per 10,000)","DUI Arrests",7.01
"Oxford","0900958300",2014,"Total","Rate (per 10,000)","Margins of Error",0.01
"Oxford","0900958300",2014,"10 years and over","Number","DUI Arrests",9
"Oxford","0900958300",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",7.94
"Oxford","0900958300",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0.48
"Oxford","0900958300",2014,"10 to 17 years","Number","DUI Arrests",0
"Oxford","0900958300",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Oxford","0900958300",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Oxford","0900958300",2014,"10 to 20 years","Number","DUI Arrests",0
"Oxford","0900958300",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Oxford","0900958300",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Oxford","0900958300",2014,"18 to 24 years","Number","DUI Arrests",1
"Oxford","0900958300",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",10.43
"Oxford","0900958300",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",2.36
"Oxford","0900958300",2014,"21 years and over","Number","DUI Arrests",9
"Oxford","0900958300",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",9.78
"Oxford","0900958300",2014,"21 years and over","Rate (per 10,000)","Margins of Error",0.64
"Oxford","0900958300",2015,"Total","Number","DUI Arrests",12
"Oxford","0900958300",2015,"Total","Rate (per 10,000)","DUI Arrests",9.32
"Oxford","0900958300",2015,"Total","Rate (per 10,000)","Margins of Error",0.03
"Oxford","0900958300",2015,"10 years and over","Number","DUI Arrests",12
"Oxford","0900958300",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",10.55
"Oxford","0900958300",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0.66
"Oxford","0900958300",2015,"10 to 17 years","Number","DUI Arrests",0
"Oxford","0900958300",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Oxford","0900958300",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Oxford","0900958300",2015,"10 to 20 years","Number","DUI Arrests",1
"Oxford","0900958300",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",4.73
"Oxford","0900958300",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.76
"Oxford","0900958300",2015,"18 to 24 years","Number","DUI Arrests",3
"Oxford","0900958300",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",32.86
"Oxford","0900958300",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",8.22
"Oxford","0900958300",2015,"21 years and over","Number","DUI Arrests",11
"Oxford","0900958300",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",11.88
"Oxford","0900958300",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0.8
"Oxford","0900958300",2016,"Total","Number","DUI Arrests",16
"Oxford","0900958300",2016,"Total","Rate (per 10,000)","DUI Arrests",12.39
"Oxford","0900958300",2016,"Total","Rate (per 10,000)","Margins of Error",0.03
"Oxford","0900958300",2016,"10 years and over","Number","DUI Arrests",16
"Oxford","0900958300",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",14.19
"Oxford","0900958300",2016,"10 years and over","Rate (per 10,000)","Margins of Error",0.89
"Oxford","0900958300",2016,"10 to 17 years","Number","DUI Arrests",0
"Oxford","0900958300",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Oxford","0900958300",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Oxford","0900958300",2016,"10 to 20 years","Number","DUI Arrests",1
"Oxford","0900958300",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",5.1
"Oxford","0900958300",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.83
"Oxford","0900958300",2016,"18 to 24 years","Number","DUI Arrests",2
"Oxford","0900958300",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",21.53
"Oxford","0900958300",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",5.31
"Oxford","0900958300",2016,"21 years and over","Number","DUI Arrests",15
"Oxford","0900958300",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",16.11
"Oxford","0900958300",2016,"21 years and over","Rate (per 10,000)","Margins of Error",1.1
"Plainfield","0901559980",2010,"Total","Number","DUI Arrests",34
"Plainfield","0901559980",2010,"Total","Rate (per 10,000)","DUI Arrests",22.1
"Plainfield","0901559980",2010,"Total","Rate (per 10,000)","Margins of Error",0.03
"Plainfield","0901559980",2010,"10 years and over","Number","DUI Arrests",34
"Plainfield","0901559980",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",26.17
"Plainfield","0901559980",2010,"10 years and over","Rate (per 10,000)","Margins of Error",1.41
"Plainfield","0901559980",2010,"10 to 17 years","Number","DUI Arrests",0
"Plainfield","0901559980",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plainfield","0901559980",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plainfield","0901559980",2010,"10 to 20 years","Number","DUI Arrests",1
"Plainfield","0901559980",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",5.06
"Plainfield","0901559980",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.75
"Plainfield","0901559980",2010,"18 to 24 years","Number","DUI Arrests",5
"Plainfield","0901559980",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",54.95
"Plainfield","0901559980",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",13.2
"Plainfield","0901559980",2010,"21 years and over","Number","DUI Arrests",33
"Plainfield","0901559980",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",29.96
"Plainfield","0901559980",2010,"21 years and over","Rate (per 10,000)","Margins of Error",1.73
"Plainfield","0901559980",2011,"Total","Number","DUI Arrests",14
"Plainfield","0901559980",2011,"Total","Rate (per 10,000)","DUI Arrests",9.1
"Plainfield","0901559980",2011,"Total","Rate (per 10,000)","Margins of Error",0.02
"Plainfield","0901559980",2011,"10 years and over","Number","DUI Arrests",14
"Plainfield","0901559980",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",10.69
"Plainfield","0901559980",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.6
"Plainfield","0901559980",2011,"10 to 17 years","Number","DUI Arrests",1
"Plainfield","0901559980",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",6.82
"Plainfield","0901559980",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",1.23
"Plainfield","0901559980",2011,"10 to 20 years","Number","DUI Arrests",1
"Plainfield","0901559980",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",5.16
"Plainfield","0901559980",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.82
"Plainfield","0901559980",2011,"18 to 24 years","Number","DUI Arrests",4
"Plainfield","0901559980",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",40.16
"Plainfield","0901559980",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",9.34
"Plainfield","0901559980",2011,"21 years and over","Number","DUI Arrests",13
"Plainfield","0901559980",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",11.66
"Plainfield","0901559980",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0.7
"Plainfield","0901559980",2012,"Total","Number","DUI Arrests",12
"Plainfield","0901559980",2012,"Total","Rate (per 10,000)","DUI Arrests",7.81
"Plainfield","0901559980",2012,"Total","Rate (per 10,000)","Margins of Error",0.01
"Plainfield","0901559980",2012,"10 years and over","Number","DUI Arrests",12
"Plainfield","0901559980",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",8.97
"Plainfield","0901559980",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0.49
"Plainfield","0901559980",2012,"10 to 17 years","Number","DUI Arrests",0
"Plainfield","0901559980",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plainfield","0901559980",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plainfield","0901559980",2012,"10 to 20 years","Number","DUI Arrests",0
"Plainfield","0901559980",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Plainfield","0901559980",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Plainfield","0901559980",2012,"18 to 24 years","Number","DUI Arrests",3
"Plainfield","0901559980",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",30.49
"Plainfield","0901559980",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",6.69
"Plainfield","0901559980",2012,"21 years and over","Number","DUI Arrests",12
"Plainfield","0901559980",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",10.62
"Plainfield","0901559980",2012,"21 years and over","Rate (per 10,000)","Margins of Error",0.64
"Plainfield","0901559980",2013,"Total","Number","DUI Arrests",12
"Plainfield","0901559980",2013,"Total","Rate (per 10,000)","DUI Arrests",7.83
"Plainfield","0901559980",2013,"Total","Rate (per 10,000)","Margins of Error",0.02
"Plainfield","0901559980",2013,"10 years and over","Number","DUI Arrests",12
"Plainfield","0901559980",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",8.93
"Plainfield","0901559980",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.52
"Plainfield","0901559980",2013,"10 to 17 years","Number","DUI Arrests",0
"Plainfield","0901559980",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plainfield","0901559980",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plainfield","0901559980",2013,"10 to 20 years","Number","DUI Arrests",0
"Plainfield","0901559980",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Plainfield","0901559980",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Plainfield","0901559980",2013,"18 to 24 years","Number","DUI Arrests",2
"Plainfield","0901559980",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",20.68
"Plainfield","0901559980",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",4.94
"Plainfield","0901559980",2013,"21 years and over","Number","DUI Arrests",12
"Plainfield","0901559980",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",10.47
"Plainfield","0901559980",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0.65
"Plainfield","0901559980",2014,"Total","Number","DUI Arrests",39
"Plainfield","0901559980",2014,"Total","Rate (per 10,000)","DUI Arrests",25.54
"Plainfield","0901559980",2014,"Total","Rate (per 10,000)","Margins of Error",0.03
"Plainfield","0901559980",2014,"10 years and over","Number","DUI Arrests",39
"Plainfield","0901559980",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",28.98
"Plainfield","0901559980",2014,"10 years and over","Rate (per 10,000)","Margins of Error",1.62
"Plainfield","0901559980",2014,"10 to 17 years","Number","DUI Arrests",0
"Plainfield","0901559980",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plainfield","0901559980",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plainfield","0901559980",2014,"10 to 20 years","Number","DUI Arrests",3
"Plainfield","0901559980",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",14.48
"Plainfield","0901559980",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",2.03
"Plainfield","0901559980",2014,"18 to 24 years","Number","DUI Arrests",4
"Plainfield","0901559980",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",41.37
"Plainfield","0901559980",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",9.19
"Plainfield","0901559980",2014,"21 years and over","Number","DUI Arrests",36
"Plainfield","0901559980",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",31.62
"Plainfield","0901559980",2014,"21 years and over","Rate (per 10,000)","Margins of Error",1.92
"Plainfield","0901559980",2015,"Total","Number","DUI Arrests",98
"Plainfield","0901559980",2015,"Total","Rate (per 10,000)","DUI Arrests",64.44
"Plainfield","0901559980",2015,"Total","Rate (per 10,000)","Margins of Error",0.1
"Plainfield","0901559980",2015,"10 years and over","Number","DUI Arrests",98
"Plainfield","0901559980",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",73.07
"Plainfield","0901559980",2015,"10 years and over","Rate (per 10,000)","Margins of Error",4.28
"Plainfield","0901559980",2015,"10 to 17 years","Number","DUI Arrests",0
"Plainfield","0901559980",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plainfield","0901559980",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plainfield","0901559980",2015,"10 to 20 years","Number","DUI Arrests",3
"Plainfield","0901559980",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",13.86
"Plainfield","0901559980",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",2.08
"Plainfield","0901559980",2015,"18 to 24 years","Number","DUI Arrests",16
"Plainfield","0901559980",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",157.48
"Plainfield","0901559980",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",34.37
"Plainfield","0901559980",2015,"21 years and over","Number","DUI Arrests",95
"Plainfield","0901559980",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",84.47
"Plainfield","0901559980",2015,"21 years and over","Rate (per 10,000)","Margins of Error",5.37
"Plainfield","0901559980",2016,"Total","Number","DUI Arrests",60
"Plainfield","0901559980",2016,"Total","Rate (per 10,000)","DUI Arrests",39.54
"Plainfield","0901559980",2016,"Total","Rate (per 10,000)","Margins of Error",0.06
"Plainfield","0901559980",2016,"10 years and over","Number","DUI Arrests",60
"Plainfield","0901559980",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",44.11
"Plainfield","0901559980",2016,"10 years and over","Rate (per 10,000)","Margins of Error",2.53
"Plainfield","0901559980",2016,"10 to 17 years","Number","DUI Arrests",0
"Plainfield","0901559980",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Plainfield","0901559980",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Plainfield","0901559980",2016,"10 to 20 years","Number","DUI Arrests",1
"Plainfield","0901559980",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",4.53
